customer_id,snapshot_month,priority_rank,recommended_product_id,recommended_product,p_conversion,p_responsible,expected_credit_value,responsible_nba_score,eligible_for_responsible_offer,governance_exclusion_reason,reason_codes,recommended_action,region,customer_segment,income_band,annual_income,engagement_score,utilisation_ratio,arrears_last_6m
C000463,2025-06-30,13,P002,Payroll-linked Credit,0.6444225523111142,0.7052419517548151,1190.0,540.8238440705844,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,Midlands,High-value,High,121487.0,0.5008875088373826,0.0308413038110132,0
C000632,2025-06-30,14,P002,Payroll-linked Credit,0.6163915508353672,0.7320453442954091,1190.0,536.9596124119486,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,London,High-value,Upper-middle,63487.0,0.393987738145069,0.0583381634903134,0
C000895,2025-06-30,15,P002,Payroll-linked Credit,0.6532359419706666,0.6842754267112642,1190.0,531.9220304927838,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,North West,Digital-first,Upper-middle,68678.0,0.4955671564486648,0.0502418427221502,0
C000064,2025-06-30,16,P002,Payroll-linked Credit,0.6670263399736075,0.6644946540824314,1190.0,527.4501700831128,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,Midlands,High-value,Upper-middle,62390.0,0.3979284301456848,0.0289167053996441,0
C001082,2025-06-30,17,P002,Payroll-linked Credit,0.6943984211300653,0.6373358083146902,1190.0,526.652325037816,True,Eligible,Stable income signal | Controlled credit utilisation,Targeted credit-growth conversation,Midlands,High-value,Upper-middle,67472.0,0.6041575753140761,0.048270322341608,0
C000640,2025-06-30,18,P002,Payroll-linked Credit,0.7319001769442973,0.6010861203560689,1190.0,523.5226950383679,True,Eligible,High recent engagement | Stable income signal | Controlled credit utilisation,Targeted credit-growth conversation,Midlands,Digital-first,Upper-middle,58658.0,0.6718289889338496,0.0834181142496718,0
C000981,2025-06-30,19,P002,Payroll-linked Credit,0.6320443312564443,0.6938959618246201,1190.0,521.9018808920572,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Targeted credit-growth conversation,London,High-value,High,116761.0,0.6116850177777295,0.1601312048234044,0
C000087,2025-06-30,20,P002,Payroll-linked Credit,0.7134507203111204,0.6019053913441084,1190.0,511.02150366618514,True,Eligible,High recent engagement | Stable income signal | Controlled credit utilisation,Targeted credit-growth conversation,South West,Digital-first,Middle,60115.0,0.705856541489655,0.0591611497388469,0
C001083,2025-06-30,21,P002,Payroll-linked Credit,0.6636154116304451,0.6413809839387257,1190.0,506.50006374544046,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,South East,High-value,Upper-middle,56408.0,0.5524426121918129,0.1643365655634539,0
C000913,2025-06-30,22,P002,Payroll-linked Credit,0.6213540313314894,0.682426550967064,1190.0,504.59390135192484,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Targeted credit-growth conversation,North West,High-value,Upper-middle,60263.0,0.3769738335312083,0.2108960276109248,0
C000110,2025-06-30,23,P002,Payroll-linked Credit,0.6031584188148847,0.701289840404972,1190.0,503.35675681083086,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,South East,High-value,Upper-middle,65031.0,0.259019790376525,0.1094233785404557,0
C000280,2025-06-30,24,P002,Payroll-linked Credit,0.640242837629967,0.6571808984409704,1190.0,500.69888227232906,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Targeted credit-growth conversation,South East,High-value,Upper-middle,57524.0,0.4810826603821344,0.3368873746240895,0
C000508,2025-06-30,25,P002,Payroll-linked Credit,0.5815084063932775,0.7204511113134495,1190.0,498.5485693727383,True,Eligible,Stable income signal | Controlled credit utilisation,Targeted credit-growth conversation,North West,High-value,Upper-middle,75290.0,0.47035138183887,0.0421999389053431,0
C000652,2025-06-30,26,P002,Payroll-linked Credit,0.5961674945630742,0.7007513752108098,1190.0,497.1405780885581,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,South East,Digital-first,Upper-middle,68761.0,0.5473200592412955,0.0462481821883543,0
C000053,2025-06-30,27,P002,Payroll-linked Credit,0.6080795808063615,0.6808767823396141,1190.0,492.6924493791696,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,London,New customer,Upper-middle,64808.0,0.6249297732300932,0.0428746663375044,0
C000295,2025-06-30,28,P002,Payroll-linked Credit,0.6043525793350295,0.6827105888591696,1190.0,490.9915073264874,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Targeted credit-growth conversation,Midlands,High-value,Upper-middle,69882.0,0.2917174915074844,0.107680618158403,0
C000441,2025-06-30,29,P002,Payroll-linked Credit,0.613940236479698,0.6629499544194045,1190.0,484.34386563064055,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,South West,High-value,Upper-middle,52078.0,0.3324362616602258,0.1277740442771836,0
C000922,2025-06-30,30,P002,Payroll-linked Credit,0.5887770329373385,0.6890584203937123,1190.0,482.7851090130801,True,Eligible,Stable income signal | Controlled credit utilisation,Targeted credit-growth conversation,London,High-value,Upper-middle,76124.0,0.2413645985528398,0.1062470608325561,0
C000961,2025-06-30,31,P002,Payroll-linked Credit,0.6821477653162579,0.5906319777009957,1190.0,479.4489576185367,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Targeted credit-growth conversation,South West,Digital-first,Middle,44740.0,0.5720831318162856,0.0603050756542922,0
C000236,2025-06-30,32,P002,Payroll-linked Credit,0.5993330198121293,0.6692324863903527,1190.0,477.3008211594046,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,London,High-value,Upper-middle,70404.0,0.245201070646232,0.0065835783373812,0
C000560,2025-06-30,33,P002,Payroll-linked Credit,0.6833935781074896,0.5816332619888439,1190.0,473.00647890769545,True,Eligible,High recent engagement | Stable income signal | Positive balance momentum,Targeted credit-growth conversation,London,Mature relationship,Middle,38060.0,0.7565568581126298,0.0948172766203399,0
C000572,2025-06-30,34,P002,Payroll-linked Credit,0.576453296679183,0.6837182025287897,1190.0,469.0166180982705,True,Eligible,High recent engagement | Stable income signal | Positive balance momentum,Targeted credit-growth conversation,South West,Digital-first,Upper-middle,63000.0,0.6755058947821935,0.08774534545974,0
C000262,2025-06-30,35,P002,Payroll-linked Credit,0.5898666512879681,0.665780097839487,1190.0,467.3385574000372,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Targeted credit-growth conversation,South East,High-value,Upper-middle,62432.0,0.4747718526573408,0.0584446224073035,0
C001118,2025-06-30,36,P002,Payroll-linked Credit,0.6176116311399101,0.6342620443797699,1190.0,466.1558628014333,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,Scotland,New customer,Upper-middle,49230.0,0.6109694519219561,0.033230759856194,0
C000420,2025-06-30,37,P002,Payroll-linked Credit,0.6388037348124241,0.6128147278112219,1190.0,465.84732087990255,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,Midlands,High-value,Upper-middle,66546.0,0.2913366349340836,0.0789379254383987,0
C000695,2025-06-30,38,P002,Payroll-linked Credit,0.5734479639581452,0.6818705214056365,1190.0,465.31054199793795,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Targeted credit-growth conversation,Scotland,Digital-first,Upper-middle,73184.0,0.6471839656305303,0.1567483296213808,0
C000724,2025-06-30,39,P002,Payroll-linked Credit,0.5368717132963146,0.7273370001746671,1190.0,464.6791270988147,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Targeted credit-growth conversation,London,New customer,High,115366.0,0.5518206607524783,0.2958703811249122,0
C000432,2025-06-30,40,P002,Payroll-linked Credit,0.5746654704764167,0.6784062308606376,1190.0,463.92939663967644,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Targeted credit-growth conversation,London,New customer,Upper-middle,53168.0,0.3827476208705234,0.1642679280058678,0
C001089,2025-06-30,41,P002,Payroll-linked Credit,0.6362112074443943,0.6124160961749656,1190.0,463.65492096697005,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,South East,Mass market,Middle,50086.0,0.4761188808261194,0.0643973726766355,0
C000594,2025-06-30,42,P002,Payroll-linked Credit,0.6929633356826937,0.5593167656975202,1190.0,461.227353876601,True,Eligible,High recent engagement | Stable income signal | Positive balance momentum,Targeted credit-growth conversation,London,Mature relationship,Middle,47042.0,0.7176640950160746,0.0953884578594962,0
C000396,2025-06-30,43,P002,Payroll-linked Credit,0.6924732155498253,0.5587044616671271,1190.0,460.3965713840768,True,Eligible,High recent engagement | Stable income signal | Positive balance momentum,Targeted credit-growth conversation,Midlands,Mass market,Middle,45371.0,0.7882023825109092,0.173246793317759,0
C000873,2025-06-30,44,P002,Payroll-linked Credit,0.48753419320808444,0.7922494176973909,1190.0,459.6359300052399,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,North West,High-value,High,95805.0,0.2852001749725105,0.1057565130260521,0
C000563,2025-06-30,45,P002,Payroll-linked Credit,0.5921494756787204,0.6516007412665447,1190.0,459.1555943784915,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,Midlands,New customer,Upper-middle,57519.0,0.4990819284884839,0.0969469072702618,0
C000614,2025-06-30,46,P002,Payroll-linked Credit,0.5267160606370166,0.732490482489938,1190.0,459.1192566555372,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,London,High-value,High,80893.0,0.4123395841230631,0.1278007565268987,0
C000386,2025-06-30,47,P002,Payroll-linked Credit,0.5105398320131952,0.7543238428039094,1190.0,458.2837179065004,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,London,High-value,High,101437.0,0.419886321345352,0.0605128154574132,0
C000327,2025-06-30,48,P002,Payroll-linked Credit,0.5242035651232552,0.7267312276776661,1190.0,453.3365695176888,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,London,High-value,Upper-middle,62008.0,0.5536683283522446,0.0349631516988921,0
C001135,2025-06-30,49,P002,Payroll-linked Credit,0.5411053835602123,0.7040073688070748,1190.0,453.321191019806,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Targeted credit-growth conversation,South West,High-value,High,97200.0,0.5645427337128631,0.035447362735718,0
C001087,2025-06-30,50,P002,Payroll-linked Credit,0.6111002987709387,0.6221834593552816,1190.0,452.45763250379514,True,Eligible,Stable income signal | Controlled credit utilisation,Targeted credit-growth conversation,Wales,High-value,Upper-middle,56012.0,0.4392561783343957,0.3159193073283941,0
C000690,2025-06-30,51,P002,Payroll-linked Credit,0.6538409921441778,0.5804045018990693,1190.0,451.59578388629546,True,Eligible,Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,South East,Mass market,Middle,54515.0,0.6353892193404704,0.215186910745075,0
C000862,2025-06-30,52,P002,Payroll-linked Credit,0.6713773818696693,0.5628769614585832,1190.0,449.7044042315939,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,Midlands,Mass market,Middle,40397.0,0.5955592297467649,0.0525965346534653,0
C000930,2025-06-30,53,P002,Payroll-linked Credit,0.6851373165940731,0.550984813473487,1190.0,449.22530533889983,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,South East,Digital-first,Middle,37012.0,0.469601814540343,0.0793000135080372,0
C000301,2025-06-30,54,P002,Payroll-linked Credit,0.5997338732274092,0.6288111265938278,1190.0,448.7720056519224,True,Eligible,High recent engagement | Stable income signal | Positive balance momentum,Nurture through low-intensity digital message,South East,Digital-first,Upper-middle,58284.0,0.6654901548323748,0.0480899686036337,0
C000957,2025-06-30,55,P002,Payroll-linked Credit,0.5794291472410659,0.6501603497220181,1190.0,448.2990098411647,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Nurture through low-intensity digital message,London,High-value,Upper-middle,61380.0,0.3076199837837802,0.0591970089438443,0
C000858,2025-06-30,56,P002,Payroll-linked Credit,0.5296847937186366,0.7076681549704956,1190.0,446.0608622172863,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,London,High-value,Upper-middle,48470.0,0.4671587082960706,0.0601658655333897,0
C000170,2025-06-30,57,P002,Payroll-linked Credit,0.5236858736915717,0.7138761264798865,1190.0,444.87774317377745,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Nurture through low-intensity digital message,London,Digital-first,High,90735.0,0.4081777806655255,0.0853213648085697,0
C001049,2025-06-30,58,P002,Payroll-linked Credit,0.5449759185381939,0.6851871102971001,1190.0,444.3584650175846,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,South East,Digital-first,Upper-middle,65938.0,0.4033109468180512,0.0436035243626878,0
C000478,2025-06-30,59,P002,Payroll-linked Credit,0.6507089277860184,0.5736544683587722,1190.0,444.2056799902202,True,Eligible,High recent engagement | Stable income signal | Positive balance momentum,Nurture through low-intensity digital message,North West,Mass market,Middle,38261.0,0.7789448633786681,0.3518633702697052,0
C000851,2025-06-30,60,P002,Payroll-linked Credit,0.7215905979135216,0.5167524991724073,1190.0,443.7316563728375,True,Eligible,Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,London,Digital-first,Lower-middle,35146.0,0.6445391628406996,0.1426794503399812,0
C000257,2025-06-30,61,P002,Payroll-linked Credit,0.5796031172013377,0.6412565027844976,1190.0,442.2923788480325,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,South East,Digital-first,Upper-middle,54050.0,0.3864322988997144,0.0462773574084694,0
C000914,2025-06-30,62,P002,Payroll-linked Credit,0.4779564764666296,0.7754024861129537,1190.0,441.0242817261543,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Nurture through low-intensity digital message,North West,High-value,High,112222.0,0.2897606175528273,0.1207976832256627,0
C000892,2025-06-30,63,P002,Payroll-linked Credit,0.5044320686073569,0.7337075285414952,1190.0,440.4256715862236,True,Eligible,Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,South East,Digital-first,High,119971.0,0.4737327467262613,0.038479087135546,0
C001002,2025-06-30,64,P002,Payroll-linked Credit,0.6730726324120545,0.5488113380009391,1190.0,439.5739714393899,True,Eligible,High recent engagement | Stable income signal | Positive balance momentum,Nurture through low-intensity digital message,London,Mass market,Middle,46187.0,0.7496621761014048,0.2441229703399004,0
C001079,2025-06-30,65,P002,Payroll-linked Credit,0.6296954676367922,0.5833843436176664,1190.0,437.15182770890834,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Nurture through low-intensity digital message,North West,Mass market,Middle,40003.0,0.4113461579669,0.1488721691746238,0
C000090,2025-06-30,66,P002,Payroll-linked Credit,0.6645412429254959,0.5524431853309325,1190.0,436.8743244203902,True,Eligible,Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,North West,New customer,Middle,36850.0,0.4748527088130505,0.1838748541502727,0
C001020,2025-06-30,67,P002,Payroll-linked Credit,0.6434012953194463,0.5693939952606809,1190.0,435.9551125764258,True,Eligible,Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,London,New customer,Middle,42358.0,0.5439611332386707,0.0791666863388494,0
C000623,2025-06-30,68,P002,Payroll-linked Credit,0.5217927111951675,0.7018413055499393,1190.0,435.7966564054739,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,South East,High-value,High,93142.0,0.5352620264327465,0.0485269203929357,0
C000008,2025-06-30,69,P002,Payroll-linked Credit,0.5631985680691682,0.6500623758916634,1190.0,435.67589711681325,True,Eligible,Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,London,Digital-first,Upper-middle,60509.0,0.6101177384498215,0.1350857681121099,0
C000321,2025-06-30,70,P002,Payroll-linked Credit,0.5642327901664614,0.6477521890576026,1190.0,434.9247997124012,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Nurture through low-intensity digital message,South East,Digital-first,Upper-middle,51899.0,0.5600856726626046,0.1275661824207159,0
C000758,2025-06-30,71,P002,Payroll-linked Credit,0.48181782618979396,0.7571404283941254,1190.0,434.11646884182755,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,London,High-value,High,84614.0,0.2460627418392871,0.2107572946334661,0
C000942,2025-06-30,72,P002,Payroll-linked Credit,0.522983495801891,0.6941457565771797,1190.0,432.00186150123045,True,Eligible,High recent engagement | Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,North West,High-value,Upper-middle,61955.0,0.7121624404933226,0.0972813841634655,0
C000527,2025-06-30,73,P002,Payroll-linked Credit,0.491986350842666,0.7371321852836591,1190.0,431.564178972401,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,South East,High-value,High,72841.0,0.3912343525247644,0.1335420899456372,0
C000787,2025-06-30,74,P002,Payroll-linked Credit,0.503433970657262,0.7197292607061445,1190.0,431.180029823457,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,North West,High-value,Upper-middle,60976.0,0.3386147833800517,0.0253400350940487,0
C001084,2025-06-30,75,P002,Payroll-linked Credit,0.512945846286506,0.7060369943232452,1190.0,430.96890483963443,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,South East,High-value,Upper-middle,54340.0,0.4110282192017343,0.0784765287157499,0
C000242,2025-06-30,76,P002,Payroll-linked Credit,0.5233395460910658,0.6919017987860511,1190.0,430.8984922463778,True,Eligible,Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,London,High-value,Upper-middle,52324.0,0.4764275281512825,0.0756865480535861,0
C000990,2025-06-30,77,P002,Payroll-linked Credit,0.5872857477747895,0.616002217413937,1190.0,430.5054942329982,True,Eligible,High recent engagement | Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,Midlands,Digital-first,Upper-middle,56650.0,0.6863829672735909,0.0498857959860907,0
C001150,2025-06-30,78,P002,Payroll-linked Credit,0.5476041765527969,0.6601034197674712,1190.0,430.15571364952706,True,Eligible,Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,South East,Digital-first,Upper-middle,65277.0,0.5265572196993809,0.0407463235294117,0
C000457,2025-06-30,79,P002,Payroll-linked Credit,0.5077529951084403,0.7082313996585807,1190.0,427.9318711437197,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,South East,High-value,High,110343.0,0.4374451747899789,0.0123669186014898,0
C000631,2025-06-30,80,P002,Payroll-linked Credit,0.5204996721897915,0.6905340265869296,1190.0,427.71305402452845,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,North West,High-value,Upper-middle,52296.0,0.5206679205395062,0.2218929616245052,0
C000776,2025-06-30,81,P002,Payroll-linked Credit,0.5062012056783508,0.7100160913512065,1190.0,427.69909177668285,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,Midlands,High-value,Upper-middle,57325.0,0.402792573124469,0.0487400572146246,0
C000032,2025-06-30,82,P002,Payroll-linked Credit,0.47515129884544394,0.7519429191567678,1190.0,425.17111908701776,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,North West,High-value,High,79714.0,0.2604443521854997,0.0954112673582799,0
C000489,2025-06-30,83,P002,Payroll-linked Credit,0.625115259151876,0.5715216443235608,1190.0,425.1476119546525,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,Midlands,Mass market,Middle,45874.0,0.399424303060481,0.089051158532598,0
C000611,2025-06-30,84,P002,Payroll-linked Credit,0.6308369638325586,0.566302785749917,1190.0,425.1212286671531,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,London,Mass market,Middle,43069.0,0.4024043145168176,0.1423244799405646,0
C001160,2025-06-30,85,P002,Payroll-linked Credit,0.5452385939027298,0.6551641156927832,1190.0,425.0927058468716,True,Eligible,Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,South East,Digital-first,Upper-middle,60673.0,0.4607337921673143,0.0240787131650075,0
C001169,2025-06-30,86,P002,Payroll-linked Credit,0.4902948947404923,0.7285064157420689,1190.0,425.04774194459685,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,Scotland,High-value,Upper-middle,56410.0,0.3417517813120746,0.0171253079963838,0
C000928,2025-06-30,87,P002,Payroll-linked Credit,0.5663528922375377,0.6296427681200188,1190.0,424.35400333345416,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,London,Digital-first,Upper-middle,69759.0,0.6411753204355733,0.1003517674378601,0
C001163,2025-06-30,88,P002,Payroll-linked Credit,0.5217921750963767,0.679201070723501,1190.0,421.7381467845182,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Nurture through low-intensity digital message,South East,High-value,Upper-middle,45989.0,0.4712704738883364,0.0704163767611758,0
C000965,2025-06-30,89,P002,Payroll-linked Credit,0.4901874900754892,0.7226281889879882,1190.0,421.5257248792036,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Nurture through low-intensity digital message,South East,High-value,High,111216.0,0.5047728832686491,0.1438149057265395,0
C000233,2025-06-30,90,P002,Payroll-linked Credit,0.4629092782651457,0.7643966401434324,1190.0,421.0770934265474,True,Eligible,Stable income signal | Controlled credit utilisation | Established product relationship,Nurture through low-intensity digital message,North West,High-value,High,101236.0,0.1254587539980921,0.2586698801845138,0
C001062,2025-06-30,91,P002,Payroll-linked Credit,0.6922479273789144,0.51110742753788,1190.0,421.0375382834686,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,London,Digital-first,Middle,32943.0,0.4638587690513892,0.0598998360954288,0
C000534,2025-06-30,92,P002,Payroll-linked Credit,0.5849744161917372,0.6038689979872923,1190.0,420.36501831914774,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,North West,Mature relationship,Middle,47697.0,0.3355335754079894,0.3033572327044025,0
C001115,2025-06-30,93,P002,Payroll-linked Credit,0.5135300198415799,0.6870916938043089,1190.0,419.88223127125065,True,Eligible,Stable income signal | Controlled credit utilisation,Nurture through low-intensity digital message,Midlands,Digital-first,High,83945.0,0.3897074827237169,0.0590469099918997,0
C000520,2025-06-30,94,P002,Payroll-linked Credit,0.5157756352785449,0.6826550645418127,1190.0,418.99525101230165,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,South East,High-value,Upper-middle,47456.0,0.4097466806612084,0.0485067110558587,0
C001186,2025-06-30,95,P002,Payroll-linked Credit,0.507011359672516,0.6930315914304832,1190.0,418.13611846594046,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,North West,Digital-first,Upper-middle,80865.0,0.5784566895137239,0.1828346193797299,0
C000265,2025-06-30,96,P002,Payroll-linked Credit,0.5179978483965046,0.6777263473389326,1190.0,417.7623397705952,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,London,New customer,Upper-middle,61841.0,0.3113848663010822,0.2497353017269258,0
C001023,2025-06-30,97,P002,Payroll-linked Credit,0.48214343781297125,0.728123513416582,1190.0,417.76136895424463,True,Eligible,Stable income signal | Positive balance momentum | Controlled credit utilisation,Nurture through low-intensity digital message,South East,High-value,High,91312.0,0.2846535390438063,0.040212451404479,0
