customer_id,snapshot_month,savings_balance,credit_balance,number_of_products,recent_balance_growth,recent_credit_enquiry_flag,salary_inflow_flag,engagement_score,utilisation_ratio,arrears_last_6m
C000054,2024-01-31,2212.38,1122.19,2,-0.06231500781798553,0,0,0.504740879013746,0.08164746683481677,0
C000055,2024-01-31,2038.76,2766.94,3,0.011786593284808515,0,1,0.10702853985455704,0.17287972508591065,0
C000056,2024-01-31,1226.45,699.59,2,-0.13390552263791622,0,1,0.2877295629206116,0.03957404683787759,0
C000057,2024-01-31,2821.43,1330.23,3,-0.07334623635556799,0,1,0.6095446451182676,0.10734009360374416,0
C000058,2024-01-31,913.98,4195.43,2,0.15588928921613734,0,1,0.20812733533367167,0.3022281186216833,0
C000059,2024-01-31,658.37,483.64,2,-0.13482747735434247,0,1,0.4189672166119767,0.11171234986141054,0
C000060,2024-01-31,943.31,722.61,2,0.03788519945025881,1,1,0.28385954138242947,0.10633915432159326,0
C000061,2024-01-31,3180.63,906.61,1,0.17122830172079975,0,1,0.4154720090522738,0.07654593042890916,0
C000062,2024-01-31,935.7,1533.03,2,0.05506797911140683,0,1,0.21589996113013102,0.11842641946697566,0
C000063,2024-01-31,1342.17,9260.42,3,0.4150487942732817,1,1,0.5284447819406782,0.684773477939364,0
C000064,2024-01-31,2633.54,811.31,1,0.007880948524939924,1,1,0.4626054290139043,0.03900966454570224,0
C000065,2024-01-31,1955.57,535.35,2,0.23632438450601312,0,1,0.36947648913759745,0.040460774928200736,0
C000066,2024-01-31,2987.9,1192.47,1,0.06687649435278965,1,1,0.6986573237245567,0.08609891696750903,0
C000067,2024-01-31,2201.8,442.9,3,0.18588564785975667,0,1,0.09862255591950936,0.03193836834767559,0
C000068,2024-01-31,1175.56,316.18,3,0.07586375925993812,0,0,0.29247009634177923,0.036482307692307696,0
C000069,2024-01-31,1238.6,169.47,1,0.12832272096999556,0,1,0.23260875049416394,0.03222680020283975,0
C000070,2024-01-31,4640.06,739.46,3,-0.19697761306289374,0,1,0.4394799922740345,0.06753470530930346,0
C000071,2024-01-31,393.06,89.59,1,-0.11606692779361863,0,1,0.5385123727930586,0.014469448183041722,0
C000072,2024-01-31,1204.01,356.23,4,0.07922653041703231,0,1,0.6180593878035628,0.03946272294228426,0
C000073,2024-01-31,3884.72,531.01,1,0.19186847434789944,1,1,0.6666692052326697,0.02777636350955503,0
C000074,2024-01-31,1396.97,479.04,2,0.07753931467115453,0,1,0.25339684211136815,0.04809799524749825,0
C000075,2024-01-31,1356.19,424.78,1,0.3086599248555615,1,0,0.6658235456925042,0.09224321389793702,0
C000076,2024-01-31,956.15,789.73,1,-0.021696195772748242,0,0,0.45141849532035283,0.0919573823940382,0
C000077,2024-01-31,703.33,643.56,1,-0.08811845800636064,0,1,0.3102146618708398,0.07009439442346789,0
C000078,2024-01-31,3541.62,1612.52,1,0.13125835439982272,0,1,0.4106641429612395,0.09833638248566898,0
C000079,2024-01-31,429.32,765.38,2,0.2051245572990326,0,1,0.35875784329246996,0.05190776534418447,0
C000080,2024-01-31,1725.7,1025.09,2,-0.02553927791474042,0,1,0.5810790226306481,0.06118357439866303,0
C000081,2024-01-31,6346.46,474.03,3,-0.018179965825436413,0,1,0.4501914789195196,0.036720892400650705,0
C000082,2024-01-31,1446.76,774.04,1,-0.03111279602156758,0,1,0.43978242373138393,0.07262752947799705,0
C000083,2024-01-31,2720.04,840.68,2,0.06514310297074956,0,1,0.5326107406802103,0.05034916452057255,0
C000084,2024-01-31,730.71,171.0,1,-0.028190704284498644,0,1,0.0405561637582372,0.018552674405988935,0
C000085,2024-01-31,791.57,395.37,2,0.0632280065111379,0,1,0.44256205622392136,0.06597930689213996,0
C000086,2024-01-31,696.66,1969.37,1,-0.0677195725274725,0,1,0.18336250549614508,0.34975787354960924,0
C000087,2024-01-31,7451.67,401.17,2,0.17950948671957384,0,1,0.7764576368648526,0.020019129046209123,0
C000088,2024-01-31,1003.9,889.78,3,0.17942337524597005,0,1,0.17859093374801424,0.06804506869917662,0
C000089,2024-01-31,293.12,169.32,3,0.10324733576427408,0,0,0.374406156115597,0.01692184689186488,0
C000090,2024-01-31,2055.68,2563.07,2,-0.09981089820390801,0,1,0.34612351938038743,0.20864542913738365,0
C000091,2024-01-31,2042.23,1713.72,1,-0.1857800026007037,0,1,0.20673185791557497,0.26333862623572196,0
C000092,2024-01-31,1461.47,2318.45,4,0.00516591875337849,0,1,0.2772709017663442,0.14534217950057465,0
C000093,2024-01-31,622.52,2503.08,2,0.1428000478032065,1,1,0.6616054871968855,0.19734153263954587,0
C000094,2024-01-31,686.23,524.08,1,0.006436424223507885,0,1,0.6317869650009543,0.05664096836947908,0
C000095,2024-01-31,1358.19,307.76,4,-0.2455886407734732,0,0,0.38781486700717527,0.03848282760920307,0
C000096,2024-01-31,1123.32,267.2,2,-0.022792700822973883,0,1,0.5348542593158743,0.02336140821263078,0
C000097,2024-01-31,1490.47,674.3,3,-0.08416523765239045,0,1,0.1922914266769393,0.061960916442048514,0
C000098,2024-01-31,200.08,693.56,1,0.27206924996651516,0,1,0.34611682532205457,0.12681660266959224,0
C000099,2024-01-31,370.18,331.89,1,0.38201457485593215,0,1,0.23680203518534515,0.09008957654723126,0
C000100,2024-01-31,8383.71,2205.04,5,-0.034346021026196466,0,1,0.43105295461803445,0.054295282182606125,0
C000101,2024-01-31,2084.04,4136.93,3,0.10252987160076098,0,1,0.2847904295646726,0.2296338304407357,0
C000102,2024-01-31,1024.61,332.01,2,0.19511809520539655,0,1,0.6996412743614846,0.02468659379879545,0
C000103,2024-01-31,2812.24,408.31,1,-0.36425733226771706,0,1,0.5109936219873648,0.034647564632007695,0
C000104,2024-01-31,7126.88,4047.18,4,0.24894719430660775,0,1,0.2529793710149146,0.13076651337117254,0
C000105,2024-01-31,2085.02,311.62,2,-0.013003681546534807,0,1,0.31492862180238496,0.015482172134541177,0
C000106,2024-01-31,1000.98,277.28,1,0.11731207370132031,0,1,0.5333198974908409,0.02464711111111111,0
C000107,2024-01-31,2793.98,604.12,1,-0.27377463394770707,1,1,0.5341723667675995,0.05843118289970017,0
C000108,2024-01-31,898.41,924.45,3,-0.1238536557925307,0,1,0.29869243196053835,0.1017444419986793,0
C000109,2024-01-31,776.51,648.98,1,0.0666309837766042,0,1,0.23779143602702485,0.10221230575388493,0
C000110,2024-01-31,7810.66,3421.28,1,0.10332830611784351,0,1,0.250750725526711,0.15782267736876096,0
C000111,2024-01-31,1916.33,1243.41,6,-0.14927202999111228,0,1,0.24643473542453537,0.09621682271918286,0
C000112,2024-01-31,954.15,297.49,2,-0.12598371264197172,0,0,0.0,0.03176728127002207,0
C000113,2024-01-31,297.36,314.66,2,0.03528329674650684,1,1,0.2106203041348026,0.047743273315800125,0
C000114,2024-01-31,2050.89,686.8,3,0.09568019286554637,0,1,0.02386979415373825,0.04569020955760062,0
C000115,2024-01-31,1221.61,1137.6,3,0.20315545789315284,0,1,0.4712372426010618,0.11880526352433333,0
C000116,2024-01-31,2581.97,2972.62,1,-0.009691667282726326,0,1,0.18946254299262238,0.10931161285577701,0
C000117,2024-01-31,4606.51,956.86,1,0.08686002728894282,0,0,0.39393393981816766,0.04624224753129179,0
C000118,2024-01-31,781.91,218.22,1,-0.02688486548675867,0,1,0.18063665585415511,0.01835426713020074,0
C000119,2024-01-31,518.7,685.54,3,-0.09042023598154,1,1,0.42635877331846894,0.07404305875576037,0
C000120,2024-01-31,1150.73,276.6,1,0.05040486471910502,0,1,0.4235069732636491,0.02084924623115578,0
C000121,2024-01-31,1944.63,431.21,1,-0.37425391500086375,0,1,0.2937848905278282,0.028795966521235866,0
C000122,2024-01-31,811.07,1016.44,1,0.05129234151174839,0,0,0.5234694915188352,0.07228617485302484,0
C000123,2024-01-31,329.74,371.56,1,0.12726900628074378,0,1,0.2953369764007709,0.07754835118964798,0
C000124,2024-01-31,568.88,250.48,1,0.20357342832150757,1,1,0.5387330622831537,0.0363453446191052,0
C000125,2024-01-31,795.73,405.34,2,0.05998854240058762,0,1,0.21451432526692144,0.06481982942430703,0
C000126,2024-01-31,1497.95,1413.2,1,0.2582244507381047,1,0,0.5754554251893927,0.08264649693945184,0
C000127,2024-01-31,2082.25,2249.47,1,-0.12587247301128152,0,1,0.42508954462960846,0.23797200084632203,0
C000128,2024-01-31,257.75,757.2,2,0.15314166819571018,0,0,0.18751207171010623,0.11165396903416074,0
C000129,2024-01-31,1112.92,256.89,1,0.22866589759923642,1,1,0.4803636189095085,0.03683891013384321,0
C000130,2024-01-31,1341.88,663.2,1,0.06269003440894584,0,1,0.3655640193417013,0.04542880628367888,0
C000131,2024-01-31,1333.63,654.7,1,-0.12847989918564934,1,0,0.44091707870599467,0.0806479428430648,0
C000132,2024-01-31,8035.59,2523.76,1,-0.1700901798703094,0,0,0.7043654007630022,0.11841226149515172,0
C000133,2024-01-31,2043.35,1055.14,2,-0.23451707935238583,0,1,0.24715740842629408,0.06316312481293027,0
C000134,2024-01-31,1433.88,597.17,1,-0.22687773727546892,0,1,0.45725847355180704,0.05897586990157026,0
C000135,2024-01-31,3154.78,2936.75,1,0.3098152783561964,1,1,0.523432900389108,0.18732857051731835,0
C000136,2024-01-31,340.32,364.78,1,0.11149377776079794,0,1,0.3246370779435353,0.06564333273348928,0
C000137,2024-01-31,5604.97,442.33,4,0.08941971877903886,0,1,0.24410859999586437,0.0144352584115657,0
C000138,2024-01-31,2734.3,6919.62,4,-0.16846510907374562,0,1,0.25889606194007386,0.5037946851110302,0
C000139,2024-01-31,2418.81,1020.93,4,0.08977258382669856,0,1,0.34020221176817056,0.049806322568055415,0
C000140,2024-01-31,1297.58,320.55,1,0.13636947357502674,0,0,0.19970843870940622,0.045006318154162964,0
C000141,2024-01-31,1193.85,733.75,1,-0.19027772938548637,0,1,0.12327564520419354,0.08392108272969881,0
C000142,2024-01-31,1176.59,982.42,1,0.1846474663853508,0,1,0.24437110586402996,0.06982704700530705,0
C000143,2024-01-31,1930.85,3743.35,1,0.30516324487248125,0,1,0.0,0.11972972972972973,0
C000144,2024-01-31,2385.73,752.07,1,-0.0840858780911738,0,1,0.3239842835280957,0.06881416415042547,0
C000145,2024-01-31,5254.78,1640.51,4,0.07819646765436594,1,1,0.5076130637389439,0.10580067502203495,0
C000146,2024-01-31,681.7,296.93,1,0.0479566246700508,0,0,0.3640801778258954,0.03598133861130185,0
C000147,2024-01-31,1372.37,98.41,2,0.11095265380759986,0,1,0.3459583332967907,0.011181683899556868,0
C000148,2024-01-31,1185.47,1546.52,3,0.022141841632418127,0,0,0.6630861342928231,0.08524372094732394,0
C000149,2024-01-31,1066.82,317.8,5,0.1915623076233744,0,1,0.20616478785898418,0.02931013280865716,0
C000150,2024-01-31,636.03,129.42,1,0.029809613990327145,0,0,0.5384809992302093,0.01975073761318547,0
C000151,2024-01-31,1494.49,1579.48,6,0.090610507047812,1,1,0.5571600413660289,0.07203466099118273,0
C000152,2024-01-31,2464.58,1421.65,8,-0.07303897801883656,0,1,0.31936921790758366,0.07064801470953636,0
C000153,2024-01-31,1744.34,731.62,1,-0.10708847730967422,0,1,0.4255999528332358,0.0923723749000463,0
C000154,2024-01-31,2745.81,2246.88,3,-0.009592736775158074,0,0,0.30621819129135114,0.14222559817698444,0
C000155,2024-01-31,507.83,294.93,1,-0.1482560748444145,0,0,0.24975824738221278,0.055843852562484225,0
C000156,2024-01-31,3037.33,208.0,2,0.03814280854664965,0,1,0.33227360502783276,0.01914462784561576,0
C000157,2024-01-31,1468.97,1170.29,1,-0.2266298938950483,1,1,0.6363009172212138,0.11495219697465785,0
C000158,2024-01-31,4785.67,1408.83,2,0.36747439563025774,0,1,0.23563157547995028,0.10152997982127414,0
C000159,2024-01-31,674.43,311.18,4,0.25022966967534216,0,1,0.29112923301223337,0.028812073701428968,0
C000160,2024-01-31,14884.32,5829.87,1,0.21947996092087185,0,1,0.5677121041990374,0.26397419062712246,0
C000161,2024-01-31,668.3,200.36,3,-0.07278433169504256,0,1,0.15892074136210757,0.03488971441838867,0
C000162,2024-01-31,1501.28,3071.97,3,-0.35399981965386296,0,1,0.26239962562627867,0.13700492068919382,0
C000163,2024-01-31,713.39,1087.14,2,-0.18849664227662444,0,1,0.2206166634500299,0.10877926756053634,0
C000164,2024-01-31,1161.63,163.82,1,-0.049825088261433656,0,1,0.5805441422300397,0.030241831271921725,0
C000165,2024-01-31,3257.81,690.9,1,-0.3303015413284935,0,1,0.21958093425578598,0.044809322033898306,0
C000166,2024-01-31,1725.32,873.54,1,-0.09750719806485252,0,1,0.36849902429291126,0.10168477417352166,0
C000167,2024-01-31,3454.92,2716.37,6,-0.004565646704255345,0,0,0.13214808692191235,0.14121038312914796,0
C000168,2024-01-31,1307.35,720.57,2,0.05047126804071936,0,1,0.2441806786810356,0.038109937767748535,0
C000169,2024-01-31,1309.5,437.21,2,0.0879487618014033,0,1,0.28406749115670316,0.03966223162987602,0
C000170,2024-01-31,1090.32,747.83,3,-0.026364070337410728,0,1,0.5029250108533074,0.024724922303775706,0
C000171,2024-01-31,905.51,1926.09,1,0.07202038124464424,0,1,0.2879039822715606,0.16919272663387208,0
C000172,2024-01-31,3349.66,2265.5,3,0.07806455800087649,0,1,0.06774592965439992,0.1258890864636586,0
C000173,2024-01-31,377.36,486.49,4,0.36632307017018684,0,1,0.42719331303650687,0.05910221106341621,0
C000174,2024-01-31,8033.14,414.1,5,-0.07505496381574621,0,1,0.04951423007991304,0.024549442731799858,0
C000175,2024-01-31,2822.54,617.15,4,0.08807879359276266,0,1,0.0,0.05665044978887461,0
C000176,2024-01-31,390.28,364.02,1,0.24148172014147162,1,0,0.6599589336517492,0.06417087789399459,0
C000177,2024-01-31,1549.19,741.1,1,-0.09689327447746698,0,1,0.2563594956168629,0.09216897438023382,0
C000178,2024-01-31,5040.79,475.11,1,-0.0328036382034803,0,1,0.1483895946774798,0.016563204499500314,0
C000179,2024-01-31,2315.53,2114.06,3,0.5259938896620825,0,1,0.7614946133447537,0.10955949419568822,0
C000180,2024-01-31,3030.11,883.4,2,0.014190792603029974,0,0,0.3036262150088105,0.05225157728706624,0
C000181,2024-01-31,2372.94,2845.93,4,-0.0017208457873355773,0,1,0.46300599029079414,0.1342652031011653,0
C000182,2024-01-31,3198.07,2434.25,5,-0.2359539618047191,0,1,0.3876822040454161,0.09771395311496467,0
C000183,2024-01-31,2654.27,451.74,1,0.2517868112378837,0,1,0.30418354261783975,0.029900714853057984,0
C000184,2024-01-31,1503.61,570.98,1,-0.19983494575571983,1,1,0.4975632263691657,0.06435269366594035,0
C000185,2024-01-31,3043.65,865.0,2,-0.10156865155112643,0,1,0.3213379256747572,0.044640553233214635,0
C000186,2024-01-31,2424.8,1129.45,1,-0.016326716275031003,0,1,0.716598814433774,0.07401861196670817,0
C000187,2024-01-31,2366.85,366.56,1,0.06378526071771394,0,1,0.5289886515224675,0.034713216957605986,0
C000188,2024-01-31,1416.5,316.75,3,-0.12787980386050665,1,1,0.5965375131221433,0.04552313883299799,0
C000189,2024-01-31,924.53,598.84,2,-0.020309848382443048,0,1,0.3790414720157799,0.04463958255683936,0
C000190,2024-01-31,838.7,159.83,1,-0.1360329986195778,0,0,0.5921383251850221,0.016655898290954565,0
C000191,2024-01-31,10275.12,3139.62,1,0.08417432417710435,0,1,0.11839586228070971,0.09067058144012322,0
C000192,2024-01-31,2751.21,2303.2,1,-0.1938920990518628,0,0,0.08155631250767852,0.2628923638854012,0
C000193,2024-01-31,887.97,230.71,1,0.06868506923057788,0,1,0.020967971564938848,0.04697502375458124,0
C000194,2024-01-31,2062.56,1597.08,3,0.16120180784746085,0,0,0.2653232842230903,0.08871845199518562,0
C000195,2024-01-31,1208.61,274.37,2,-0.26049948656887834,1,1,0.644431159404364,0.04755387370731989,0
C000196,2024-01-31,2005.02,103.85,2,-0.05273958052057998,0,1,0.027459555578065967,0.01005973522763965,0
C000197,2024-01-31,959.55,521.85,2,0.266490622657719,0,1,0.2217262664665581,0.031023720349563046,0
C000198,2024-01-31,2245.6,3493.76,1,0.27375732979097894,0,0,0.4953046202922198,0.21588185619245745,0
C000199,2024-01-31,522.51,2827.45,2,-0.23318412924134907,0,0,0.44167956086067406,0.334913333596557,0
C000200,2024-01-31,914.02,565.53,1,0.055057504674416835,0,0,0.2500646006039605,0.06426477272727273,0
C000201,2024-01-31,3171.78,803.45,3,-0.14010968601935014,0,1,0.38997825837049926,0.03448924692718245,0
C000202,2024-01-31,9993.08,3402.98,1,0.2668756212081623,0,1,0.21442084496137842,0.11737651766004414,0
C000203,2024-01-31,544.68,417.83,1,0.23729530238228913,0,1,0.6302264969054427,0.03204627380800204,0
C000204,2024-01-31,510.85,371.92,3,-0.15921451233909711,0,1,0.38093178430535,0.08006314580941447,0
C000205,2024-01-31,1259.01,421.52,3,0.3367027239245568,0,0,0.1341820443721623,0.06520030935808198,0
C000206,2024-01-31,1756.27,328.52,3,0.02651953590222502,0,1,0.2850899066089199,0.036127565982404686,0
C000207,2024-01-31,1147.92,542.7,1,-0.09687473056782642,0,1,0.422890317416428,0.10100502512562815,0
C000208,2024-01-31,1039.6,828.28,3,0.11546090098433985,0,0,0.16883030063916804,0.061721354231352,0
C000209,2024-01-31,882.66,1694.65,2,0.24098715550340188,0,1,0.4863356566658479,0.2392559649865876,0
C000210,2024-01-31,1219.04,1771.79,2,0.031997284406509466,0,1,0.36786270508494234,0.15079063829787234,0
C000211,2024-01-31,3332.66,831.8,4,0.5038947141721063,0,1,0.019235446373031845,0.06865490962115167,0
C000212,2024-01-31,2084.64,412.71,3,-0.3794925028355975,0,1,0.5207076736683596,0.024557300963941448,0
C000213,2024-01-31,1276.68,292.41,2,0.12055613208176023,1,1,0.32958713081440644,0.030951591277962036,0
C000214,2024-01-31,3401.11,3275.04,5,0.2039613287668959,0,1,0.43545546045005634,0.1431252640319315,0
C000215,2024-01-31,970.32,1758.75,4,-0.28579184408046293,1,1,0.8349559945085692,0.11802899134286289,0
C000216,2024-01-31,2476.34,386.58,1,-0.11353228459056341,0,1,0.36383529141128046,0.0277675621318776,0
C000217,2024-01-31,412.78,381.42,1,-0.010673897549841493,0,0,0.5891027703144829,0.06730941176470588,0
C000218,2024-01-31,1006.14,246.96,2,-0.3765105634559228,0,1,0.2506905822487176,0.036321207961564864,0
C000219,2024-01-31,2200.7,674.52,1,-0.5299119867698817,0,1,0.1051017096482665,0.02751907306923422,0
C000220,2024-01-31,2832.94,196.42,1,0.1579506542368426,0,1,0.29784193596195885,0.017932440657334143,0
C000221,2024-01-31,1033.36,440.99,2,-0.0525695340208122,0,1,0.4512659927222368,0.058301163405605504,0
C000222,2024-01-31,6549.57,1052.02,1,0.2903086877985259,0,1,0.3690480240400589,0.06216142755849681,0
C000223,2024-01-31,516.9,633.06,2,-0.11057474022606474,0,1,0.5600760675332865,0.047961513207737755,0
C000224,2024-01-31,7924.93,703.7,3,0.36044747556222045,0,1,0.5936988988251329,0.025274462149963487,0
C000225,2024-01-31,1949.97,725.11,2,0.08169444166289769,0,1,0.2898847884588431,0.07984620466891793,0
C000226,2024-01-31,3680.23,984.82,1,0.4777469758780114,0,1,0.42615221562166755,0.042057567475230616,0
C000227,2024-01-31,2937.01,704.21,4,0.013018188324495718,0,1,0.011744795615633227,0.10800766871165644,0
C000228,2024-01-31,819.23,1020.58,1,-0.10397490610724566,0,1,0.18778725770675173,0.07599821282299501,0
C000229,2024-01-31,2388.0,729.99,1,0.1534905922429864,0,1,0.576884439532186,0.045976864292912326,0
C000230,2024-01-31,1629.99,780.92,1,0.2029527157195791,0,1,0.2996507792989261,0.12728240791046397,0
C000231,2024-01-31,1018.45,200.99,1,0.1583280021941811,0,1,0.10429317905909495,0.036872133553476426,0
C000232,2024-01-31,899.31,317.01,3,0.32165378586168186,0,0,0.5459318186227701,0.03830010873504893,0
C000233,2024-01-31,6448.97,2274.03,3,-0.037510686273480406,1,1,0.36207038637585476,0.06738598761346912,0
C000234,2024-01-31,1471.22,1551.84,1,0.19715104991513016,0,1,0.33542143367549737,0.1123219455703532,0
C000235,2024-01-31,2740.09,1388.63,3,0.4039208163248133,0,1,0.46428846116926703,0.056223631824009725,0
C000236,2024-01-31,2181.98,1653.87,4,-0.1206071928131939,0,1,0.29183504605663185,0.07047040777195449,0
C000237,2024-01-31,3088.42,1022.28,1,0.04053630076539424,1,0,0.5684561188537943,0.07909119042706829,0
C000238,2024-01-31,4119.93,1316.67,2,0.13830089539592877,0,1,0.18193555595138358,0.05077329460004885,0
C000239,2024-01-31,2484.96,364.91,2,0.1974890842706556,0,0,0.08880010121145225,0.07840782122905028,0
C000240,2024-01-31,1242.31,444.68,1,0.2549181565172143,0,1,0.043539572275583305,0.07630498198249729,0
C000241,2024-01-31,1086.07,338.32,1,0.14104554623809,0,1,0.08488922718540391,0.01843404348062987,0
C000242,2024-01-31,3629.0,2996.23,3,0.23386832939103275,0,1,0.7408680290225724,0.17177919620845836,0
C000243,2024-01-31,632.78,1652.01,1,-0.1364453475900008,0,0,0.27630677333326903,0.19193052435907365,0
C000244,2024-01-31,2065.34,1304.66,3,-0.10595980471010737,0,0,0.2290489798741428,0.07261423721266767,0
C000245,2024-01-31,2071.05,2018.7,5,0.05743124500217025,1,1,0.5637552649941393,0.1409509844993716,0
C000246,2024-01-31,1325.87,1303.47,1,-0.15644982938292767,0,1,0.11589151378745118,0.07221573805610446,0
C000247,2024-01-31,1003.68,1167.9,1,0.1359885903524702,0,1,0.0,0.11791014639071178,0
C000248,2024-01-31,624.7,933.21,1,-0.059862461941002684,0,1,0.3870629582003277,0.13797397861120694,0
C000249,2024-01-31,1233.77,409.41,2,0.0196770671162193,0,1,0.30998547618122707,0.047977734375,0
